01009602003021           CRENSHAW COUNTY                                             3343356519183 VOTEC DRIVE               LUVERNE                       AL360490072711PK12196     211     200     157     158     158     0       0       4       1       2       3       A
01009902003125           CULLMAN CITY                                                2567342233301 1ST STREET N E SUITE 100  CULLMAN                       AL350553514611KG12197     215     215     220     214     206     0       0       0       1       4       0       A
01010202003022           CULLMAN COUNTY                                              2567342933P O BOX 1590                  CULLMAN                       AL350561590711PK12778     803     780     695     599     577     3       4       27      39      41      19      A
01010502003023           DALE COUNTY                                                 3347742355P O BOX 948                   OZARK                         AL363610948711KG12239     222     227     215     181     183     0       0       12      10      6       8       A
01010802003126           DALEVILLE CITY                                              3345982456626 N DALEVILLE AVE           DALEVILLE                     AL363222006711KG12146     133     173     141     139     124     0       0       1       3       3       0       A
01011102003024           DALLAS COUNTY                                               3348764461P O BOX 1056                  SELMA                         AL367021056711KG12390     385     393     337     284     298     1       2       15      19      16      20      A
01011402003025           DEKALB COUNTY                                               2566386921P O BOX 1668                  RAINSVILLE                    AL359861668711KG12710     663     648     541     470     390     1       2       17      21      13      14      A
01011702003127           DECATUR CITY                                                2565523000302 4TH AVE NE                DECATUR                       AL356011972211PK12761     672     730     746     541     425     0       1       21      27      17      14      A
01012002003128           DEMOPOLIS CITY                                              3342891670P O DRAWER 759                DEMOPOLIS                     AL367320759611PK12202     194     168     151     125     124     0       1       1       2       3       1       A
01012302003130           DOTHAN CITY                                                 3347941407500 DUSY ST                   DOTHAN                        AL363012506211PK12777     697     703     713     581     571     0       0       16      19      25      27      A
01012902003026           ELMORE COUNTY                                               3345671200P O BOX 817                   WETUMPKA                      AL360920014411PK12877     880     933     781     666     566     0       0       28      24      19      26      A
01013202003132           ENTERPRISE CITY                                             3343479531P O BOX 311790                ENTERPRISE                    AL363311790611KG12486     451     422     454     414     373     0       0       3       17      26      18      A
01013502003027           ESCAMBIA COUNTY                                             2518676251P O BOX 307                   BREWTON                       AL364270307611PK12437     331     351     340     279     253     0       0       6       14      10      13      A
01013802003028           ETOWAH COUNTY                                               25654975783200 W MEIGHAN BLVD           GADSDEN                       AL359041732811PK12663     645     628     592     535     481     0       1       8       18      19      16      A
01014102003133           EUFAULA CITY                                                3346871100420 SANFORD AVE               EUFAULA                       AL360271450711PK12238     256     243     223     216     148     0       0       5       6       32      5       A
01014402003137           FAIRFIELD CITY                                              20578368506405 AVE D                    FAIRFIELD                     AL350640110311KG12196     208     263     201     153     100     0       0       0       8       9       3       A
01014702003029           FAYETTE COUNTY                                              2059324611P O BOX 686                   FAYETTE                       AL355550599711KG12218     222     217     184     171     171     0       0       7       6       4       7       A
01015302003141           FLORENCE CITY                                               2567683015541 RIVERVIEW DR              FLORENCE                      AL356306024211PK12345     322     441     331     347     325     0       0       37      21      19      26      A
01015602003143           FORT PAYNE CITY                                             2568450915P O BOX 681029                FORT PAYNE                    AL359681611611KG12233     225     240     198     169     145     0       0       0       7       7       4       A
01015902003030           FRANKLIN COUNTY                                             2563321360P O BOX 610                   RUSSELLVILLE                  AL356530610711PK12263     228     248     216     193     177     0       1       3       4       7       11      A
01016202003144           GADSDEN CITY                                                2565433512P O BOX 184                   GADSDEN                       AL359020184211PK12444     424     444     399     335     297     1       2       16      18      22      11      A
01016402003146           GENEVA CITY                                                 3346847757505 PANTHER DR                GENEVA                        AL363401407411KG12116     108     123     107     80      100     0       0       6       6       5       9       A
01016602003031           GENEVA COUNTY                                               3346845690P O BOX 250                   GENEVA                        AL363400250811KG12228     211     201     203     181     150     0       1       8       9       7       2       A
01016802003032           GREENE COUNTY                                               2053723114P O BOX 569                   EUTAW                         AL354620569811KG12149     144     130     114     96      98      0       1       4       2       5       7       A
01016902003154           GUNTERSVILLE CITY                                           2565823159P O BOX 129                   GUNTERSVILLE                  AL359760129611KG12137     148     152     134     132     119     0       0       1       1       0       1       A
01017102003033           HALE COUNTY                                                 3346248836P O BOX 360                   GREENSBORO                    AL367440360811PK12281     238     274     235     209     226     0       3       11      12      13      16      A
01017202003155           HALEYVILLE CITY                                             20548692312011 20TH ST                  HALEYVILLE                    AL355651959611PK12141     141     136     112     111     115     1       3       5       3       12      8       A
01017302003156           HARTSELLE CITY                                              2567735419305 COLLEGE ST NE             HARTSELLE                     AL356402357411PK12250     278     274     219     203     189     0       0       9       11      10      6       A
01017402003034           HENRY COUNTY                                                3345852206P O BOX 635                   ABBEVILLE                     AL363100635811PK12199     220     250     183     156     149     0       0       22      4       13      9       A
01017602003157           HOMEWOOD CITY                                               2058704203P O BOX 59366                 HOMEWOOD                      AL352599366311PK12248     279     265     253     245     244     0       0       1       0       4       4       A
01017702003035           HOUSTON COUNTY                                              3347928331P O BOX 1688                  DOTHAN                        AL363021688811PK12525     539     600     477     396     379     0       2       22      19      19      17      A
01018002003159           HUNTSVILLE CITY                                             2564286810P O BOX 1256                  HUNTSVILLE                    AL358074801211PK121983    1779    2192    1603    1345    1247    0       0       57      48      32      14      A
01018302003036           JACKSON COUNTY                                              2562599500P O BOX 490                   SCOTTSBORO                    AL357680490711PK12527     485     553     426     389     338     0       1       14      16      21      11      A
01018602003162           JACKSONVILLE CITY                                           2567825682123 COLLEGE ST SW             JACKSONVILLE                  AL362652154411KG12142     123     130     117     125     110     0       0       2       0       1       2       A
01018902003163           JASPER CITY                                                 2053846880P O BOX 500                   JASPER                        AL355020500311PK12217     196     235     228     187     194     0       0       3       4       8       5       A
01019202003037           JEFFERSON COUNTY                                            20537920002100 18TH ST S                BIRMINGHAM                    AL352091891311KG123265    3186    3389    3287    2685    2519    3       8       61      117     104     122     A
01019502003038           LAMAR COUNTY                                                2056957615P O BOX 1379                  VERNON                        AL355921379711PK12221     217     183     167     157     184     4       5       4       2       7       2       A
01019802003165           LANETT CITY                                                 3346445900105 N LANIER AVE              LANETT                        AL368632455611KG12101     82      92      68      46      65      0       1       3       5       3       2       A
01020102003039           LAUDERDALE COUNTY                                           2567601300P O BOX 278                   FLORENCE                      AL356310278811KG12757     723     722     649     611     549     0       6       14      25      35      22      A
01020402003040           LAWRENCE COUNTY                                             256905240014131 MARKET ST               MOULTON                       AL356501407811KG12481     537     516     403     431     364     0       0       5       6       6       6       A
01020702003041           LEE COUNTY                                                  3347459770P O BOX 120                   OPELIKA                       AL368030120811PK12781     832     797     661     617     489     0       0       13      13      28      17      A
01021002003042           LIMESTONE COUNTY                                            2562325353300 S JEFFERSON ST            ATHENS                        AL356112549811KG12711     657     692     555     489     412     0       7       37      33      27      16      A
01021602003043           LOWNDES COUNTY                                              3345482131P O BOX 755                   HAYNEVILLE                    AL360400755811KG12183     222     272     190     156     154     0       0       16      12      13      3       A
01021902003044           MACON COUNTY                                                3347271600P O BOX 830090                TUSKEGEE                      AL360830090611PK12298     331     402     267     243     229     0       1       2       13      2       12      A
01022202003045           MADISON COUNTY                                              2568522557P O BOX 226                   HUNTSVILLE                    AL358040226811PK121451    1416    1560    1203    1132    957     0       4       47      55      55      41      A
01022502003046           MARENGO COUNTY                                              3342954123P O BOX 480339                LINDEN                        AL367480339711KG12149     139     137     119     124     106     1       6       3       1       2       0       A
01023102003047           MARION COUNTY                                               2059213191188 WINCHESTER DR             HAMILTON                      AL355706626711PK12298     289     267     250     244     228     6       6       8       18      24      18      A
01023502003171           MIDFIELD CITY                                               2059232262417 PARKWOOD ST               MIDFIELD                      AL352282230311KG12113     106     112     107     85      69      0       0       0       1       3       0       A
01023702003049           MOBILE COUNTY                                               2512214394P O BOX 1327                  MOBILE                        AL366331327411PK125173    4954    5704    4488    4618    3072    0       5       63      39      56      28      A
01024002003050           MONROE COUNTY                                               2515752168BOX 967                       MONROEVILLE                   AL364610967711PK12347     353     348     311     302     291     0       0       8       19      14      20      A
01024302003051           MONTGOMERY COUNTY                                           3342236710P O BOX 1991                  MONTGOMERY                    AL361021991211PK123134    2813    2310    2376    1862    1559    6       14      10      47      36      6       A
01024802003052           MORGAN COUNTY                                               25635364421325 POINT MALLARD PKWY SE    DECATUR                       AL356016542811PK12653     638     692     504     503     432     2       8       39      31      22      29      A
01024902003175           MOUNTAIN BROOK CITY                                         20587146083 CHURCH STREET               MOUNTAIN BROOK                AL352130040311KG12363     328     346     328     299     276     0       0       0       0       1       1       A
01025202003176           MUSCLE SHOALS CITY                                          2563892600P O BOX 2610                  MUSCLE SHOALS                 AL356622610411KG12217     214     196     182     170     162     0       0       0       0       0       0       A
01025502003178           ONEONTA CITY                                                205625410627605 STATE HWY 75            ONEONTA                       AL351213228311KG12111     88      118     97      77      79      0       0       5       1       2       1       A
01025802003179           OPELIKA CITY                                                3347459700P O BOX 2469                  OPELIKA                       AL368032469211PK12346     388     403     360     296     234     0       0       7       19      16      7       A
01026102003180           OPP CITY                                                    3344933173P O BOX 840                   OPP                           AL364670840611PK1297      126     132     107     100     96      0       0       2       1       3       4       A
01026352003181           OXFORD CITY                                                 2568310243310 E 2ND ST                  OXFORD                        AL362031799211PK12339     304     331     236     207     215     1       2       7       9       5       8       A
01026402003182           OZARK CITY                                                  33477451971044 ANDREWS AVE              OZARK                         AL363601739611PK12214     236     264     238     182     203     0       0       6       11      7       8       A
01026502003183           PELL CITY                                                   205884444025 WILLIAMSON DR              PELL CITY                     AL351251227311PK12347     366     328     311     251     210     0       0       8       14      20      10      A
01026702003053           PERRY COUNTY                                                3346836528P O BOX 900                   MARION                        AL367560900711KG12191     174     167     175     137     123     1       2       5       2       2       5       A
01027002003184           PHENIX CITY                                                 3342980534P O BOX 460                   PHENIX CITY                   AL368680460411PK12456     406     397     363     326     309     0       0       11      7       12      13      A
01027302003054           PICKENS COUNTY                                              2053672080P O BOX 32                    CARROLLTON                    AL354470032711PK12300     273     290     272     213     207     0       4       10      8       5       4       A
01027602003185           PIEDMONT CITY                                               2564478831502 HOOD ST W                 PIEDMONT                      AL362720232411KG1279      88      108     72      63      67      0       0       0       3       1       1       A
01027902003055           PIKE COUNTY                                                 3345661850101 W LOVE ST                 TROY                          AL360812613711KG12189     210     222     149     100     105     2       3       10      6       5       2       A
01028202003056           RANDOLPH COUNTY                                             2563574611P O BOX 288                   WEDOWEE                       AL362780288711KG12200     184     193     196     141     113     0       1       5       7       8       9       A
01028502003188           ROANOKE CITY                                                3348632628P O BOX 1367                  ROANOKE                       AL362749067611KG12113     116     112     107     89      93      0       0       1       4       2       3       A
01028802003057           RUSSELL COUNTY                                              3342988791P O BOX 400                   PHENIX CITY                   AL368680400811PK12319     323     430     237     213     174     0       0       20      13      15      5       A
01029102003189           RUSSELLVILLE CITY                                           2563312000P O BOX 880                   RUSSELLVILLE                  AL356530880611KG12194     175     180     182     162     136     0       0       3       6       4       3       A
01029402003190           SCOTTSBORO CITY                                             2562182100906 S SCOTT ST                SCOTTSBORO                    AL357682642611KG12237     230     207     182     190     140     0       0       6       8       8       4       A
01029702003191           SELMA CITY                                                  3348741600P O BOX 350                   SELMA                         AL367020350611PK12321     305     357     319     183     203     0       0       3       5       1       0       A
01030002003192           SHEFFIELD CITY                                              2563830400300 W 6TH ST                  SHEFFIELD                     AL356602802411KG12107     109     106     98      77      77      0       0       7       4       6       2       A
01030302003059           SHELBY COUNTY                                               2056827000P O BOX 1910                  COLUMBIANA                    AL350511910311PK121859    1781    1853    1599    1472    1279    0       0       29      24      37      55      A
01030622003058           ST CLAIR COUNTY                                             205594713133205 US HIGHWAY 231          ASHVILLE                      AL359536254811PK12630     659     669     530     511     423     0       0       22      21      20      22      A
01030902003060           SUMTER COUNTY                                               2056529605P O BOX 10                    LIVINGSTON                    AL354700010711PK12214     209     254     183     143     186     0       0       3       1       0       5       A
01031202003193           SYLACAUGA CITY                                              2562455256605 W 4TH ST                  SYLACAUGA                     AL351501941611PK12183     176     224     190     153     140     1       0       4       6       4       3       A
01031502003194           TALLADEGA CITY                                              2563155600501 SOUTH ST E                TALLADEGA                     AL351602532611KG12246     244     227     207     176     173     0       5       15      10      8       10      A
01031802003061           TALLADEGA COUNTY                                            2563155100P O BOX 887                   TALLADEGA                     AL351610887711KG12698     667     704     523     447     439     0       3       31      31      24      25      A
01032102003062           TALLAPOOSA COUNTY                                           2568251020125 N BROADNAX ST RM 113      DADEVILLE                     AL368531371711PK12318     305     283     244     217     169     0       2       7       8       6       7       A
01032402003195           TALLASSEE CITY                                              3342836864308 KING ST                   TALLASSEE                     AL360781316811KG12137     152     161     154     130     125     0       0       3       9       7       8       A
01032702003197           TARRANT CITY                                                20584937001318 ALABAMA ST               TARRANT                       AL352173035311PK12129     111     133     117     94      89      0       1       6       6       6       2       A
01033002003198           THOMASVILLE CITY                                            3346369955P O BOX 458                   THOMASVILLE                   AL367840458611KG12141     106     139     119     113     88      0       0       1       3       3       1       A
01033302003199           TROY CITY                                                   3345663741P O BOX 529                   TROY                          AL360810529611KG12195     203     194     204     122     125     0       0       10      12      4       7       A
01033602003200           TUSCALOOSA CITY                                             2057593530P O BOX 038991                TUSCALOOSA                    AL354038991211PK12800     796     791     660     528     476     4       8       32      31      19      12      A
01033902003063           TUSCALOOSA COUNTY                                           2057580411P O DRAWER 2568               TUSCALOOSA                    AL354032568811PK121323    1330    1309    1157    1033    961     0       6       50      74      53      42      A
01034202003201           TUSCUMBIA CITY                                              2563892900300 E 7TH ST                  TUSCUMBIA                     AL356742502411KG12104     126     134     127     92      98      0       0       7       3       6       4       A
01034302003202           VESTAVIA HILLS CITY                                         2054025100P O BOX 660826                BIRMINGHAM                    AL352660826311KG12418     429     454     379     367     348     0       0       0       0       4       4       A
01034502003064           WALKER COUNTY                                               2053870555P O BOX 311                   JASPER                        AL355020311811KG12699     677     662     543     508     456     1       0       26      18      23      22      A
01034802003065           WASHINGTON COUNTY                                           2518472401P O BOX 1359                  CHATOM                        AL365181359711PK12300     275     328     228     212     252     0       0       3       8       5       5       A
01035102003066           WILCOX COUNTY                                               3346824716P O BOX 160                   CAMDEN                        AL367260160711PK12187     195     237     154     168     164     0       0       4       2       2       6       A
01035402003204           WINFIELD CITY                                               2054874255P O BOX 70                    WINFIELD                      AL355940070711KG1298      108     113     97      88      82      0       0       5       3       6       5       A
01035802003067           WINSTON COUNTY                                              2054895018P O BOX 9                     DOUBLE SPRINGS                AL355530009711KG12233     212     215     229     201     188     0       2       0       17      8       8       A
0200001200331            LOWER KUSKOKWIM SCHOOL DIST                                 9075434810P.O. BOX 305                  BETHEL                        AK995590305711PK12303     287     294     204     152     155     5       19      49      31      22      19      A
0200003200332            LOWER YUKON SCHOOL DISTRICT                                 9075912411P.O. BOX 32089                MOUNTAIN VILLAGE              AK996320089711PK12160     161     228     133     90      80      2       2       37      19      13      4       A
020002020037             BERING STRAIT SCHOOL DISTRICT                               9076243611P.O. BOX 225                  UNALAKLEET                    AK996840225711PK12126     141     188     140     81      90      3       5       16      25      12      9       A
0200100200314            DELTA GREELY SCHOOL DISTRICT                                9078954658P.O. BOX 527                  DELTA JUNCTION                AK997370527711PK1285      114     121     95      124     104     0       0       38      43      36      24      A
0200130200317            GALENA CITY SCHOOL DISTRICT                                 9076561205P.O. BOX 299                  GALENA                        AK997410299211PK12329     302     295     240     238     199     0       0       3       7       4       10      A
0200150200325            KETCHIKAN GATEWAY BOROUGH S.D.                              9072252118333 SCHOENBAR ROAD            KETCHIKAN                     AK999016278611PK12180     187     248     210     174     169     0       1       10      14      7       6       A
020018020035             ANCHORAGE SCHOOL DISTRICT                                   9077424312P.O. BOX 196614               ANCHORAGE                     AK995196614111PK124141    4166    3783    3893    3436    3489    34      94      164     289     270     279     A
0200210200322            JUNEAU BOROUGH SCHOOLS                                      907463170010014 CRAZY HORSE DRIVE       JUNEAU                        AK99801    511PK12470     499     517     469     400     356     4       3       28      22      21      25      A
0200240200342            SITKA BOROUGH SCHOOL DISTRICT                               9077478622300 KOSTROMETINOFF STREET     SITKA                         AK998350179611PK12104     120     136     119     117     104     0       0       5       8       7       9       A
0200390200324            KENAI PENINSULA BOROUGH SCHS                                9072625846148 N. BINKLEY ST.            SOLDOTNA                      AK99669    711PK12827     801     900     857     820     690     2       3       34      61      64      46      A
0200480200328            KODIAK ISLAND BOROUGH SCH DIST                              9074869210722 MILL BAY ROAD             KODIAK                        AK99615    611PK12233     227     239     233     195     202     0       0       2       11      10      19      A
0200510200333            MATANUSKA-SUSITNA BOROUGH SCHS                              9077469255125 WEST EVERGREEN            PALMER                        AK99645    311PK121233    1242    1395    1205    1017    908     8       30      91      89      57      32      A
0200540200334            NENANA CITY SCHOOL DISTRICT                                 9078322000P.O. BOX 10                   NENANA                        AK997600010711PK1282      88      93      103     78      61      0       0       1       4       2       1       A
0200600200316            FAIRBANKS NORTH STAR BORO S/D                               9074522000520 FIFTH AVENUE              FAIRBANKS                     AK997014756411PK121232    1147    1507    1193    963     884     15      22      137     102     64      33      A
0200610200336            NORTH SLOPE BOROUGH SCH DIST                                9078525311P.O. BOX 169                  BARROW                        AK997230169611PK12183     170     212     132     107     93      4       0       24      13      11      4       A
0200625200337            NORTHWEST ARCTIC SCHOOL DIST                                9074423472P.O. BOX 51                   KOTZEBUE                      AK99752    711PK12192     198     196     145     102     92      0       2       32      12      7       2       A
0200862200352            YUKON KOYUKUK SCHOOL DISTRICT                               90747494004762 OLD AIRPORT WAY          FAIRBANKS                     AK997094456411PK12126     126     127     108     71      68      0       0       2       1       1       0       A
04000012003070293        CAVE CREEK UNIFIED DISTRICT                                 4805752016P O BOX 426                   CAVE CREEK                    AZ85327    211PK12420     442     397     354     350     287     1       3       1       2       6       4       A
04000032003130251        CHINO VALLEY UNIFIED DISTRICT                               9286362458P O BOX 225                   CHINO VALLEY                  AZ863230225411PK12244     251     220     199     191     160     2       4       17      13      10      11      A
04000232003090204        PINON UNIFIED DISTRICT                                      9287253450P O BOX 839                   PINON                         AZ865100839711PK12124     162     192     100     77      79      0       0       0       0       0       0       A
04000402003078634        EDU-PRIZE, INC.                                             4808139537580 W  MELODY                 GILBERT                       AZ85233    311KG0865      58      -2      -2      -2      -2      0       0       -2      -2      -2      -2      A
04000652003078754        BENJAMIN FRANKLIN CHARTER SCHOOL                            480632072213732 E WARNER                GILBERT                       AZ852962808811KG0856      60      -2      -2      -2      -2      0       0       -2      -2      -2      -2      A
04000742003088620        KINGMAN ACADEMY OF LEARNING                                 92868124002299 BEVERLY AVE.             KINGMAN                       AZ864016257611KG11107     113     82      64      52      -2      0       1       2       3       1       0       A
04000822003080502        COLORADO RIVER UNION HIGH SCHOOL DISTRICT                   9287681665P O BOX 21479                 BULLHEAD CITY                 AZ8643914795110912-2      -2      597     570     476     471     -2      -2      36      60      51      68      A
04000832003108744        PPEP & AFFILIATES                                           52029469971840 E. BENSON HWY            TUCSON                        AZ85714    311KG12-2      -2      358     288     209     185     0       0       302     238     163     127     A
04001972003090835        NAVIT                                                       9285366232P.O. BOX 2110                 SNOWFLAKE                     AZ85937    61106120       0       1669    1252    1046    943     0       0       0       0       0       0       A
04002122003020209        BENSON UNIFIED SCHOOL DISTRICT                              5205862213360 S. PATAGONIA STREET       BENSON                        AZ85602    611PK1265      87      121     111     78      88      1       0       3       6       6       12      A
04002252003078752        HORIZON COMMUNITY LEARNING CENTER, INC.                     480659300016233 S. 48TH STREET          PHOENIX                       AZ85048    111KG12121     105     85      70      60      65      0       0       0       1       2       1       A
04002402003078910        LIFE SCHOOL COLLEGE PREPARATORY, INC.                       4809856112862 EAST ELLIOT ROAD          GILBERT                       AZ85234    111KG1277      77      76      59      65      43      2       1       0       3       2       3       A
04002952003080220        KINGMAN UNIFIED SCHOOL DISTRICT                             92875356783033 MACDONALD AVE.           KINGMAN                       AZ86401    611PK12569     592     741     695     567     400     13      16      63      134     84      15      A
04003412003130801        VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION          9286347131P. O. BOX 2650                COTTONWOOD                    AZ86326    411KG120       0       483     414     331     242     0       0       2       2       4       2       A
04003452003020801        COCHISE TECHNOLOGY DISTRICT                                 5206421463P.O. BOX 87                   ELFRIDA                       AZ85610    7110912-2      -2      374     338     259     219     -2      -2      0       0       0       0       A
04003472003030801        CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY  9286452752PO BOX 3940                   PAGE                          AZ86040    4110912-2      -2      440     277     318     198     -2      -2      0       0       0       0       A
04003482003110801        CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY              52042319448470 N. OVERFIELD RD.         COOLIDGE                      AZ85228    3110912-2      -2      981     835     695     487     -2      -2      0       0       0       0       A
04003492003050802        GILA INSTITUTE FOR TECHNOLOGY                               9283483393615 N. STADIUM AVE.           THATCHER                      AZ85552    611KG120       0       379     361     287     240     0       0       0       0       0       0       A
04004502003070516        AGUA FRIA UNION HIGH SCHOOL DISTRICT                        6239327000750 E RILEY DR                AVONDALE                      AZ8532321543110912-2      -2      1152    949     846     710     -2      -2      25      37      51      44      A
04006002003070468        ALHAMBRA ELEMENTARY DISTRICT                                60233629204510 N 37TH AVE               PHOENIX                       AZ85019    111PK081481    1390    -2      -2      -2      -2      0       0       -2      -2      -2      -2      A
04006122003090836        NORTHEAST ARIZONA TECHNOLOGICAL INSTITUTE OF VOCATIONAL EDUC9286972500P.O. BOX 710                  KAYENTA                       AZ86033    6310912-2      -2      1437    736     592     499     -2      -2      0       0       0       0       A
04006152003070802        WESTERN MARICOPA EDUCATION CENTER (WEST-MEC)                62387318604949 W. INDIAN SCHOOL RD.     PHOENIX                       AZ85031    3310712-2      -2      898     834     1011    662     0       0       1       0       0       0       A
